ID,Text,Comment
Fields.Planting,Plantació,Preceded by Fields.PriorityAction
Fields.PriorityAction,Acció prioritzada,Which of the actions is prioritized.
FileBrowser.Header,Selecciona fitxer,Header of the file browser window.
FileBrowser.NoPermission,No tens permís per accedir a aquesta carpeta.,Shown in the file browser when the user doesn't have permission to access the selected folder.
FileBrowser.Open,Obre,Label of the button that opens currently selected folder or loads currently selected file.
Fireworks.Type.CometBlue,Cometa (blau),"Name of a firework type, resembling a comet in blue color. Please keep short."
Fireworks.Type.CometRed,Cometa (vermell),"Name of a firework type, resembling a comet in red color. Please keep short."
Fireworks.Type.CometWhite,Cometa (blanc),"Name of a firework type, resembling a comet in white color. Please keep short."
Fireworks.Type.Fish,Peix,"Name of a firework type, resembling a group of fish. Please keep short."
Fireworks.Type.KamuroBlue,Kamuro (blau),"Name of a firework type, one of most popular firework styles, in blue color. Please keep short."
Fireworks.Type.KamuroOrange,Kamuro (taronja),"Name of a firework type, one of most popular firework styles, in orange color. Please keep short."
Fireworks.Type.KamuroPink,Kamuro (rosa),"Name of a firework type, one of most popular firework styles, in pink color. Please keep short."
Fireworks.Type.KamuroRed,Kamuro (vermell),"Name of a firework type, one of most popular firework styles, in red color. Please keep short."
Fireworks.Type.KamuroWhite,Kamuro (blanc),"Name of a firework type, one of most popular firework styles, in white color. Please keep short."
Fireworks.Type.PalmBlue,Palmera (blau),"Name of a firework type, resembling a palm tree leaves, in blue color. Please keep short."
Fireworks.Type.PalmGold,Palmera (daurat),"Name of a firework type, resembling a palm tree leaves, in gold color. Please keep short."
Fireworks.Type.PalmGreen,Palmera (verd),"Name of a firework type, resembling a palm tree leaves, in green color. Please keep short."
Fireworks.Type.PeonyRedBlue,Peònia (vermell i blau),"Name of a firework type, resembling a peony flower shape, in red and blue colors. Please keep short."
Fireworks.Type.PeonyViolet,Peònia (violeta),"Name of a firework type, resembling a peony flower shape, in violet color. Please keep short."
Fireworks.Type.PeonyYellowGreen,Peònia (groc i verd),"Name of a firework type, resembling a peony flower shape, in yellow and green colors. Please keep short."
Fireworks.Type.Sparks,Espurnes,"Name of a firework type, resembling sparks flying around. Please keep short."
Fireworks.Type.Willow,Salze,"Name of a firework type, resembling willow tree leaves. Please keep short."
FlexibleStart.ChooseStartLocation,Tria la ubicació inicial,Text shown when the player is choosing a new starting location.
FlexibleStart.Relocate,Canvia la ubicació inicial,Label of a button for changing the starting location.
FlexibleStart.ResetStartLocation,Restableix per defecte,Label of a button for bringing back the initial starting location.
FlexibleStart.Start,Comença!,Label of a button for confirming a start location on map and starting a new game.
FlexibleStart.Unlocked,Inici flexible desbloquejat,Flexible start means that player can choose any starting location on the map
GameExitPanel.Exit,Surt,A button please keep short
GameExitPanel.Message,"Abans de marxar, ajuda'ns a millorar el joc compartint els teus comentaris.",
GameExitPanel.ShareFeedback,Comparteix comentaris,A button please keep short
GameExitPanel.Title,Gràcies per jugar a Timberborn!,Message shown in popup box shortly before the game is closed.
GameOver.Continue,Un darrer cop d'ull...,Text on continue button in game over panel
GameOver.Exit,Surt al menú principal,Text on finish button in game over panel
GameOver.Header,Fi,Header of the game over panel
GameUI.ShowDistrictList,Mostra/tanca la llista de districtes,Shown in tooltip over districts in main game hud
Gathering.Action,Recull:,"Followed by a list of goods, like Gathers: Berries"
Gathering.Nothing,Res,Nothing is prioritized to be gathered.
Gathering.Prioritize,Prioritza,Which resource is prioritized to be gathered.
Goals.NotEligible,not eligible while playing this faction!,Preceded by Goals.Progress
Goals.Progress,Progrés:,
Goals.Unlocked,desblocat!,Preceded by Goals.Progress
Good.Algae.DisplayName,Algues,"Algae that's been cultivated in the Hydroponic Garden, it's processed into an edible ration. It doesn't specifically represent any specific algae kind."
Good.Algae.PluralDisplayName,Algues,"Algae that's been cultivated in the Hydroponic Garden, it's processed into an edible ration. It doesn't specifically represent any specific algae kind."
Good.AlgaeRation.DisplayName,Ració d'algues,"Algae should be the same as in Good.Algae.DisplayName. Ration should be consistent between Good.AlgaeRation.DisplayName, Good.CornRation.DisplayName, Good.EggplantRation.DisplayName and Building.FoodFactory.Description"
Good.AlgaeRation.PluralDisplayName,Racions d'algues,Algae should be the same as in Good.Algae.DisplayName
Good.Antidote.DisplayName,Antídot,Antidote made out of natural resources (used to heal badwater contamination).
Good.Antidote.PluralDisplayName,Antídots,Antidote made out of natural resources (used to heal badwater contamination).
Good.Badwater.DisplayName,Aigua tòxica,"A toxic liquid resource, a remnant of human civilization that contaminates the land, plants, and beavers. It flows on the maps in the form of toxic rivers. The name comes from 'bad' and 'water' and it does not refer to any actual resource or place in the real world, it is a name that beavers came up with. Please note that this term is very important because it is one of the core aspects of the game, the resource is as abundant in the game as normal water. If you have any doubts about the meaning of the word, please contact the developers."
Good.Badwater.PluralDisplayName,Aigua tòxica,"A toxic liquid resource, a remnant of human civilization that contaminates the land, plants, and beavers. It flows on the maps in the form of toxic rivers. The name comes from 'bad' and 'water' and it does not refer to any actual resource or place in the real world, it is a name that beavers came up with. Please note that this term is very important because it is one of the core aspects of the game, the resource is as abundant in the game as normal water. If you have any doubts about the meaning of the word, please contact the developers."
Good.Berries.DisplayName,Baies,Resource name
Good.Berries.PluralDisplayName,Baies,Resource name
Good.Biofuel.DisplayName,Biocombustible,Fuel made out of natural resources like plants.
Good.Biofuel.PluralDisplayName,Biocombustible,Fuel made out of natural resources like plants.
Good.Book.DisplayName,Llibre,A name of a good.
Good.Book.PluralDisplayName,Llibres,A name of a good.
Good.BotChassis.DisplayName,Chassis de bot,A big bot part that holds most of the machinery inside. Bot should be the same as Bot.TemplateName.
Good.BotChassis.PluralDisplayName,Chassis de bot,A big bot part that holds most of the machinery inside. Bot should be the same as Bot.TemplateName.
Good.BotHead.DisplayName,Cap de bot,A head of a bot. Bot should be the same as Bot.TemplateName.
Good.BotHead.PluralDisplayName,Caps de bot,A head of a bot. Bot should be the same as Bot.TemplateName.
Good.BotLimb.DisplayName,Membre de bot,An unspecified limb of a bot. Bot should be the same as Bot.TemplateName.
Good.BotLimb.PluralDisplayName,Membres de bot,An unspecified limb of a bot. Bot should be the same as Bot.TemplateName.
Good.Bread.DisplayName,Pa,A name of a good.
Good.Bread.PluralDisplayName,Pa,A name of a good.
Good.CanolaOil.DisplayName,Oli de colza,Canola should be the same as in Good.CanolaSeeds.DisplayName.
Good.CanolaOil.PluralDisplayName,Oli de colza,Canola should be the same as in Good.CanolaSeeds.DisplayName.
Good.CanolaSeeds.DisplayName,Llavors de colza,An oil crop that grows tall and is full of yellow flowers.
Good.CanolaSeeds.PluralDisplayName,Llavors de colza,An oil crop that grows tall and is full of yellow flowers.
Good.Carrot.DisplayName,Pastanaga,Resource name
Good.Carrot.PluralDisplayName,Pastanagues,Resource name
Good.Cassava.DisplayName,Iuca,"A root vegetable that's poisonous to eat raw, also known as manioc or yuca."
Good.Cassava.PluralDisplayName,Iuca,"A root vegetable that's poisonous to eat raw, also known as manioc or yuca."
Good.Catalyst.DisplayName,Catalitzador,"A potent Biofuel reagent, allowing bots to work and move faster."
Good.Catalyst.PluralDisplayName,Catalitzadors,Plural form of Good.Catalyst.DisplayName
Good.CattailCracker.DisplayName,Galet de boga,"Crackers made from flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailCracker.PluralDisplayName,Galetes de boga,"Crackers made from flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailFlour.DisplayName,Farina de boga,"Flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailFlour.PluralDisplayName,Farina de boga,"Flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailRoot.DisplayName,Arrel de boga,"Root of plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailRoot.PluralDisplayName,Arrels de boga,"Root of plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.Chestnut.DisplayName,Castanya,"Fruit of a Aesculus hippocastanum tree, also known as conkers"
Good.Chestnut.PluralDisplayName,Castanyes,"Fruit of a Aesculus hippocastanum tree, also known as conkers"
Good.Coffee.DisplayName,Cafè,Brewed coffee.
Good.Coffee.PluralDisplayName,Cafè,Brewed coffee.
Good.CoffeeBean.DisplayName,Grans de cafè,Coffee beans used to brew Coffee.
Good.CoffeeBean.PluralDisplayName,Grans de cafè,Coffee beans used to brew Coffee.
Good.Corn.DisplayName,Blat de moro,Ordinary yellow corn plant.
Good.Corn.PluralDisplayName,Blat de moro,Ordinary yellow corn plant.
Good.CornRation.DisplayName,Ració de blat de moro,"Corn should be the same as Good.Corn.DisplayName. Ration should be consistent between Good.AlgaeRation.DisplayName, Good.CornRation.DisplayName, Good.EggplantRation.DisplayName and Building.FoodFactory.Description"
Good.CornRation.PluralDisplayName,Racions de blat de moro,"Corn should be the same as Good.Corn.DisplayName. Ration should be consistent between Good.AlgaeRation.DisplayName, Good.CornRation.DisplayName, Good.EggplantRation.DisplayName and Building.FoodFactory.Description"
Good.Dandelion.DisplayName,Dent de lleó,Healing plant
Good.Dandelion.PluralDisplayName,Dents de lleó,Healing plant
Good.Dirt.DisplayName,Terra,A resource dug out from ground and used to create blocks of terrain
Good.Dirt.PluralDisplayName,Terra,Plural form of Good.Dirt.DisplayName
Good.Eggplant.DisplayName,Albergínia,"Ordinary deep purple eggplant, also known as aubergine."
Good.Eggplant.PluralDisplayName,Albergínies,"Ordinary deep purple eggplant, also known as aubergine."
Good.EggplantRation.DisplayName,Ració d'albergínia,"Eggplant should be the same as Good.Eggplant.DisplayName. Ration should be consistent between Good.AlgaeRation.DisplayName, Good.CornRation.DisplayName, Good.EggplantRation.DisplayName and Building.FoodFactory.Description"
Good.EggplantRation.PluralDisplayName,Racions d'albergínia,"Eggplant should be the same as Good.Eggplant.DisplayName. Ration should be consistent between Good.AlgaeRation.DisplayName, Good.CornRation.DisplayName, Good.EggplantRation.DisplayName and Building.FoodFactory.Description"
Good.Explosives.DisplayName,Explosiu,A name of a good. Not to be confused with the Dynamite building.
Good.Explosives.PluralDisplayName,Explosius,A name of a good. Not to be confused with the Dynamite building.
Good.Extract.DisplayName,Extracte,"A liquid good produced from badwater in centrifuges which is used for manufacturing advanced buildings, machines and dynamite. While raw badwater is dangerous, extract is a useful chemical."
Good.Extract.PluralDisplayName,Extracte,"A liquid good produced from badwater in centrifuges which is used for manufacturing advanced buildings, machines and dynamite. While raw badwater is dangerous, extract is a useful chemical."
Good.FermentedCassava.DisplayName,Iuca fermentada,"Cassava should be the same as Good.Cassava.DisplayName, fermented should be the same as in Building.Fermenter.DisplayName or Building.Fermenter.Description"
Good.FermentedCassava.PluralDisplayName,Iuca fermentada,"Cassava should be the same as Good.Cassava.DisplayName, fermented should be the same as in Building.Fermenter.DisplayName or Building.Fermenter.Description"
Good.FermentedMushroom.DisplayName,Bolet fermentat,"Mushroom should be the same as Good.Mushroom.DisplayName, fermented should be the same as in Building.Fermenter.DisplayName or Building.Fermenter.Description"
Good.FermentedMushroom.PluralDisplayName,Bolets fermentats,"Mushroom should be the same as Good.Mushroom.DisplayName, fermented should be the same as in Building.Fermenter.DisplayName or Building.Fermenter.Description"
Good.FermentedSoybean.DisplayName,Soja fermentada,"Soybean should be the same as Good.Soybean.DisplayName, fermented should be the same as in Building.Fermenter.DisplayName or Building.Fermenter.Description"
Good.FermentedSoybean.PluralDisplayName,Soja fermentada,"Soybean should be the same as Good.Soybean.DisplayName, fermented should be the same as in Building.Fermenter.DisplayName or Building.Fermenter.Description"
Good.Fireworks.DisplayName,Foc artificial,A name of a good used to supply Firework Launcher building.
Good.Fireworks.PluralDisplayName,Focs artificials,"A name of a good used to supply Firework Launcher building, plural form."
Good.Flour.DisplayName,Farina,A name of a good.
Good.Flour.PluralDisplayName,Farina,A name of a good.
Good.Gear.DisplayName,Engranatge,A name of a good.
Good.Gear.PluralDisplayName,Engranatges,A name of a good.
Good.Grease.DisplayName,Greix,Grease is a good used as lubricant for IronTeeth faction bot machinery to increase their performance.
Good.Grease.PluralDisplayName,Greixos,Grease is a good used as lubricant for IronTeeth faction bot machinery to increase their performance.
Good.GrilledChestnut.DisplayName,Castanyes a la brasa,"Grilled fruit of a Aesculus hippocastanum tree, also known as conkers, keep plant name same as Good.Chestnut.DisplayName."
Good.GrilledChestnut.PluralDisplayName,Castanyes a la brasa,"Grilled fruit of a Aesculus hippocastanum tree, also known as conkers, keep plant name same as Good.Chestnut.DisplayName."
Good.GrilledPotato.DisplayName,Patata a la brasa,A name of a good.
Good.GrilledPotato.PluralDisplayName,Patates a la brasa,A name of a good.
Good.GrilledSpadderdock.DisplayName,Nenúfar groc a la graella,"Grilled plant Nuphar Lutea, keep plant name same as NaturalResource.Spadderdock.DisplayName"
Good.GrilledSpadderdock.PluralDisplayName,Nenúfar groc a la graella,"Grilled plant Nuphar Lutea, keep plant name same as NaturalResource.Spadderdock.DisplayName"
Good.Kohlrabi.DisplayName,Colinap,"Also called German turnip or turnip cabbage, it's a big, round turnip plant."
Good.Kohlrabi.PluralDisplayName,Colinaps,"Also called German turnip or turnip cabbage, it's a big, round turnip plant."
Good.Log.DisplayName,Tronc,A name of a good.
Good.Log.PluralDisplayName,Troncs,A name of a good.
Good.MangroveFruit.DisplayName,Fruit de manglar,"Fruit of the mangrove tree, mangrove should be the same as in NaturalResource.Mangrove.DisplayName"
Good.MangroveFruit.PluralDisplayName,Fruits de manglar,"Fruit of the mangrove tree, mangrove should be the same as in NaturalResource.Mangrove.DisplayName"
Good.MaplePastry.DisplayName,Pasta d'auró,A baked good filled with maple syrup.
Good.MaplePastry.PluralDisplayName,Pastes d'auró,A baked good filled with maple syrup.
Good.MapleSyrup.DisplayName,Xarop d'auró,Sweet syrup created from maple sap
Good.MapleSyrup.PluralDisplayName,Xarop d'auró,Sweet syrup created from maple sap
Good.MetalBlock.DisplayName,Bloc de metall,A name of a good.
Good.MetalBlock.PluralDisplayName,Blocs de metall,A name of a good.
Good.MetalPart.DisplayName,Part de metall,
Good.MetalPart.PluralDisplayName,Parts de metall,
Good.Mushroom.DisplayName,Bolet,"Mushroom that's been cultivated in the Hydroponic Garden, it's processed into an edible ration. It doesn't specifically represent any specific mushroom, just the type of plant."
Good.Mushroom.PluralDisplayName,Bolets,"Mushroom that's been cultivated in the Hydroponic Garden, it's processed into an edible ration. It doesn't specifically represent any specific mushroom, just the type of plant."
Good.Paper.DisplayName,Paper,A name of a good.
Good.Paper.PluralDisplayName,Papers,A name of a good.
Good.PineResin.DisplayName,Resina de pi,Also known as pine sap. Pine is the type of tree defined in NaturalResource.Pine.DisplayName.
Good.PineResin.PluralDisplayName,Resina de pi,Also known as pine sap. Pine is the type of tree defined in NaturalResource.Pine.DisplayName.
Good.Plank.DisplayName,Tauló,A name of a good.
Good.Plank.PluralDisplayName,Taulons,A name of a good.
Good.Potato.DisplayName,Patata,A name of a good.
Good.Potato.PluralDisplayName,Patates,A name of a good.
Good.PunchCard.DisplayName,Targeta perforada,"Punch cards are goods used for increasing Folktails faction bot performance. They are similar in concept to old programming cards, where code was inputted into a machine through a card with a bunch of holes punched through it."
Good.PunchCard.PluralDisplayName,Targetes perforades,"Punch cards are goods used for increasing Folktails faction bot performance. They are similar in concept to old programming cards, where code was inputted into a machine through a card with a bunch of holes punched through it."
Good.ScrapMetal.DisplayName,Ferralla,A name of a good.
Good.ScrapMetal.PluralDisplayName,Ferralla,A name of a good.
Good.Soybean.DisplayName,Soja,Soybeans can later be made into soy.
Good.Soybean.PluralDisplayName,Soja,Soybeans can later be made into soy.
Good.Spadderdock.DisplayName,Nenúfar groc,A plant formally called Nuphar Lutea
Good.Spadderdock.PluralDisplayName,Nenúfars grocs,A plant formally called Nuphar Lutea
Good.SunflowerSeeds.DisplayName,Llavors de gira-sol,
Good.SunflowerSeeds.PluralDisplayName,Llavors de gira-sol,
Good.TreatedPlank.DisplayName,Tauló tractat,Plank impregnated with resin. Use the same word for plank as in Good.Plank.
Good.TreatedPlank.PluralDisplayName,Taulons tractats,Plank impregnated with resin. Use the same word for plank as in Good.Plank.
Good.Water.DisplayName,Aigua,A name of a good.
Good.Water.PluralDisplayName,Aigua,A name of a good.
Good.Wheat.DisplayName,Blat,A name of a good.
Good.Wheat.PluralDisplayName,Blat,A name of a good.
Good.WheatFlour.DisplayName,Farina de blat,Flour made out of wheat. Use the same name for wheat as in Good.Wheat.
Good.WheatFlour.PluralDisplayName,Farina de blat,Flour made out of wheat. Use the same name for wheat as in Good.Wheat.
GoodConsuming.NeedsHaulers,<YellowHighlight>Requereix transportistes.</YellowHighlight>,"Information, that this building won't be operational without haulers. Haulers are the same as in Building.HaulingPost.Description"
GoodConsuming.SupplyDescription,Utilitza: {0},{0} stands for good name and amount per hour.
GoodConsuming.SupplyRemaining,Subministrament per a {0} hores,"{0} stands for hours. Describes a building which requires a certain goods to operate, such as water."
Goods.Amount,Quantitat,Header of a dropdown that allows to select a good. Please keep short.
Goods.EatableRaw,Es pot menjar cru.,Shown on a tooltip of goods that can be eaten raw.
Goods.Nothing,Res,
Goods.StoredIn,Emmagatzemat a:,Header above a list of buildings that store selected good
GridRendering.Visibility.Hide,Amaga les guies de construcció,Shows construction guidelines when button is pressed.
GridRendering.Visibility.Show,Mostra les guies de construcció,Shows construction guidelines when button is pressed.
Growing.GrowsWhenMature,Creix quan madura,"Information about fruits and other resources, that grows when plant is mature and not when it is in seedling stage"
Growing.Time,Dies per créixer: {0},{0} stands for a number of days. How many days left does this plant have to fully grow.
Hauling.Prioritize,Prioritzat pels transportistes,building is a noun in this sentence. This building will be prioritized by haulers.
Inventory.Capacity,Capacitat:,How much space there is in the storage
Inventory.Goods,Béns:,
Inventory.InStock,En estoc:,Please keep short. Header above a list of goods in stock of the storage.
Inventory.IsEmpty,No hi ha béns en estoc,
Inventory.NothingSelected,Cap,Text shown in a dropdown when no good is selected. Keep below 15 characters.
Inventory.StockpileOverlay.Hide,Amaga la superposició de magatzems,Tooltip for button showing overlay over warehouses containing stored goods.
Inventory.StockpileOverlay.Show,Mostra la superposició de magatzems,Tooltip for button showing overlay over warehouses containing stored goods.
Inventory.Undesired,No desitjats:,Please keep short. Which goods are not desired in the storage.
Key.DownArrow,Fletxa avall,Label of the down arrow key
Key.LeftArrow,Fletxa esquerra,Label of the left arrow key
Key.LeftWindows,Windows esquerra,Label of the left windows key
Key.RightArrow,Fletxa dreta,Label of the right arrow key
Key.RightWindows,Windows dreta,Label of the right windows key
Key.Space,Espai,Label of the space key
Key.UpArrow,Fletxa amunt,Label of the up arrow key
KeyBinding.AlternateClickableAction,Acció alternativa del botó,Label of the key that toggles the alternate action of some buttons
KeyBinding.AttractionsTab,Obre la pestanya de benestar,"Label of the key that opens the Settlement Panel and selects the Attractions tab, Well-being should be the same as Wellbeing.DisplayName"
KeyBinding.Cancel,Cancel·la,Label of the key that cancels actions
KeyBinding.CharactersTab,Obre la pestanya de població,"Label of the key that opens the Settlement Panel and selects the Characters tab, Population should be the same as BatchControl.Population"
KeyBinding.Confirm,Confirma,Label of the key that confirms UI prompts
KeyBinding.DecreaseBrushHeight,Redueix l'alçada del pinzell,"Label of the key that decreases the vertical level of the brush, 'brush height' should be the same as MapEditor.Brush.Height.Label"
KeyBinding.DecreaseBrushSize,Redueix la mida del pinzell,"Label of the key that decreases the size of the brush, 'brush size' should be the same as MapEditor.Brush.Size.Label"
KeyBinding.DecreaseBuildersPriority,Redueix la prioritat dels constructors,Label of the key that decreases the priority of the builders job assigned to the selected object
KeyBinding.DecreaseFloodgateHeight,Redueix l'alçada de la comporta,Label of the key that decreases the height of the selected floodgate. Floodgate should be the same as Building.Floodgate.DisplayName
KeyBinding.DecreaseSpeed,Redueix la velocitat del joc,Label of the key that decreases the speed of the game by one step
KeyBinding.DecreaseWorkers,Redueix els treballadors desitjats,Label of the key that decreases the desired number of workers in selected building
KeyBinding.DecreaseWorkingHours,Redueix les hores de treball,Label of the key that decreases settlement working hours
KeyBinding.DecreaseWorkplacePriority,Redueix la prioritat del lloc de treball,Label of the key that decreases the priority of the selected workplace
KeyBinding.DeleteObject,Elimina objecte,Label of the key that deletes the selected object
KeyBinding.DistributionTab,Obre la pestanya de distribució,"Label of the key that opens the Settlement Panel and selects the Distribution tab, Distribution should be the same as BatchControl.Distribution"
KeyBinding.DuplicateObject,Duplica,Key binding that duplicates the selected building
KeyBinding.DuplicateSettings,Copia la configuració,Key binding that copies settings from one building to another
KeyBinding.DragVisibleLayer,Arrossega la capa visible,Binding for layer tool similar to KeyBinding.PickVisibleLayer
KeyBinding.Flip,Reflecteix,Label of the key that flips the selected building (makes the model mirrored)
KeyBinding.Hold,Manté:,Used to describe key binding that turns something on while the key is held.
KeyBinding.HousingTab,Obre la pestanya d'habitatge,"Label of the key that opens the Settlement Panel and selects the Housing tab, Housing should be the same as BatchControl.Housing"
KeyBinding.IncreaseBrushHeight,Augmenta l'alçada del pinzell,"Label of the key that increases the vertical level of the brush, 'brush height' should be the same as MapEditor.Brush.Height.Label"
KeyBinding.IncreaseBrushSize,Augmenta la mida del pinzell,"Label of the key that increases the size of the brush, 'brush size' should be the same as MapEditor.Brush.Size.Label"
KeyBinding.IncreaseBuildersPriority,Augmenta la prioritat dels constructors,Label of the key that increases the priority of the builders job assigned to the selected object
KeyBinding.IncreaseFloodgateHeight,Augmenta l'alçada de la comporta,Label of the key that increases the height of the selected floodgate. Floodgate should be the same as Building.Floodgate.DisplayName
KeyBinding.IncreaseSpeed,Augmenta la velocitat del joc,Label of the key that increases the speed of the game by one step
KeyBinding.IncreaseWorkers,Augmenta els treballadors desitjats,Label of the key that increases the desired number of workers in selected building
KeyBinding.IncreaseWorkingHours,Augmenta les hores de treball,Label of the key that increases settlement working hours
KeyBinding.IncreaseWorkplacePriority,Augmenta la prioritat del lloc de treball,Label of the key that increases the priority of the selected workplace
KeyBinding.InverseBrushDirection,Inverteix la direcció del pinzell,
KeyBinding.LowerVisibleLayer,Baixa la capa visible,Label of the key that decreases the max visible vertical level of buildings
KeyBinding.MechanicalTab,Obre la pestanya d'energia,"Label of the key that opens the Settlement Panel and selects the Mechanical tab, Power should be the same as BatchControl.Mechanical"
KeyBinding.MigrationTab,Obre la pestanya de migració,"Label of the key that opens the Settlement Panel and selects the Migration tab, Migration should be the same as BatchControl.Migration"
KeyBinding.MoveCameraDown,Mou la càmera avall,Label of the key that moves the camera down
KeyBinding.MoveCameraFast,Augmenta la velocitat de la càmera,Label of the key that modifies the speed of camera movement and rotation
KeyBinding.MoveCameraLeft,Mou la càmera a l'esquerra,Label of the key that moves the camera left
KeyBinding.MoveCameraRight,Mou la càmera a la dreta,Label of the key that moves the camera right
KeyBinding.MoveCameraUp,Mou la càmera amunt,Label of the key that moves the camera up
KeyBinding.NextDistrict,Selecciona el districte següent,Label of the key that selects the next district
KeyBinding.NextRootButton,Grup d'eines següent,Label of the key that selects the next toolbar (bottom bar) category.
KeyBinding.NextTool,Eina següent,Label of the key that selects the next tool from currently selected toolbar category.
KeyBinding.OpenWellbeingPanel,Obre el panell de benestar,"Label of the key that opens the Well-being box, Well-being should be the same as Wellbeing.DisplayName"
KeyBinding.PickVisibleLayer,Selecciona la capa visible,Label of the key that picks the layer of the visible terrain currently under the cursor
KeyBinding.PinnedLever1,Palanca fixada 1,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever2,Palanca fixada 2,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever3,Palanca fixada 3,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever4,Palanca fixada 4,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever5,Palanca fixada 5,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever6,Palanca fixada 6,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever7,Palanca fixada 7,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever8,Palanca fixada 8,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever9,Palanca fixada 9,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever10,Palanca fixada 10,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PreviousDistrict,Selecciona el districte anterior,Label of the key that selects the previous district
KeyBinding.PreviousRootButton,Grup d'eines anterior,Label of the key that selects the previous toolbar (bottom bar) category.
KeyBinding.PreviousTool,Eina anterior,Label of the key that selects the previous tool from currently selected toolbar category.
KeyBinding.RaiseVisibleLayer,Puja la capa visible,Label of the key that increases the max visible vertical level of buildings
KeyBinding.RedoChanges,Refés canvis,Key binding for redoing changes in Map editor.
KeyBinding.ResetCamera,Reinicia la càmera,Keybinding for resetting the camera to its default angle and zoom.
KeyBinding.ResetMapEditorSimulation,Reinicia la simulació,Label of the key that resets the water and badwater simulations
KeyBinding.RestoreCamera,Carrega la posició de càmera,Label of the key that restores the camera to the position saved by KeyBinding.SaveCamera
KeyBinding.RotateCameraDown,Gira la càmera avall,Label of the key that rotates the camera down
KeyBinding.RotateCameraLeft,Gira la càmera a l'esquerra,Label of the key that rotates the camera left
KeyBinding.RotateCameraLeft90,Gira la càmera 90 graus a l'esquerra,Label of the key that rotates the camera left by 90 degrees
KeyBinding.RotateCameraRight,Gira la càmera a la dreta,Label of the key that rotates the camera right
KeyBinding.RotateCameraRight90,Gira la càmera 90 graus a la dreta,Label of the key that rotates the camera right by 90 degrees
KeyBinding.RotateCameraUp,Gira la càmera amunt,Label of the key that rotates the camera up
KeyBinding.RotateClockwise,Gira en sentit horari,Label of the key that rotates the selected object clockwise
KeyBinding.RotateCounterclockwise,Gira en sentit antihorari,Label of the key that rotates the selected object counterclockwise
KeyBinding.SaveCamera,Desa la posició de càmera,Label of the key that saves the current camera position
KeyBinding.SaveMap,Desa mapa,Label of the key that saves the map
KeyBinding.Screenshot,Captura de pantalla,Label of the key that takes a screenshot
KeyBinding.ScreenshotUpscaled,Captura de pantalla (escalada),Label of the key that takes an upscaled screenshot
KeyBinding.ShowGuidelines,Mostra guies,Show guidelines when key is pressed
KeyBinding.ShowStockpileOverlay,Mostra la superposició de magatzems,Label of the key that shows the storage overlay
KeyBinding.SkipDeleteConfirmation,Omet la confirmació d'eliminació,Label of the key that skips the delete confirmation when held
KeyBinding.Speed0,Activa/desactiva pausa,Label of the key that pauses the game speed
KeyBinding.Speed1,Velocitat del joc >,Label of the key that sets the game speed to normal. > shouldn't be removed as it is the symbol for normal speed on UI button.
KeyBinding.Speed2,Velocitat del joc >>,Label of the key that sets the game speed to fast. >> shouldn't be removed as it is the symbol for fast speed on UI button.
KeyBinding.Speed3,Velocitat del joc >>>,Label of the key that sets the game speed to very fast. >>> shouldn't be removed as it is the symbol for very fast speed on UI button.
KeyBinding.StorageTab,Obre la pestanya de magatzematge,"Label of the key that opens the Settlement Panel and selects the Storage tab, Storage should be the same as BatchControl.Storage"
KeyBinding.TickOnce,Un tick,As in 'One clock tick'. Alternatively you can call it 'One tick' or 'Advance by one tick' or 'Step one tick'. This action causes the game's time to advance by one simulation tick.
KeyBinding.Toggle,Alterna:,Used to describe key binding that toggles something on/off.
KeyBinding.ToggleBatchControlBox,Alterna el panell d'assentament,Label of the key that opens/close the Settlement panel
